8513877991547, 0, -0.00533, 0.001066
8513888001312, 0, -0.00533, 0
8513898011078, 0, 0.004263, 0.001066
8513908020844, 0, 0.007461, -0.001066
8513918030609, 0, 0.006395, -0.001066
8513928040375, -0.001066, 0, 0.001066
8513937989106, 0, -0.003198, 0
8513947998871, -0.001066, 0, 0
8513957978119, -0.001066, 0.005329, 0
8513967987884, -0.001066, 0.006395, 0.001066
8513977997651, -0.001066, 0.002132, 0
8513987976899, -0.001066, -0.002132, 0
8513997986664, -0.001066, -0.002132, -0.001066
8514008026948, -0.001066, 0.001066, -0.001066
8514017975678, -0.001066, 0.005329, -0.001066
8514027985443, -0.002132, 0.008526, 0.001066
8514037995209, -0.001066, 0.005329, 0
8514047974457, -0.001066, -0.002132, -0.001066
8514057953705, -0.001066, -0.001066, 0
8514067963471, -0.001066, 0.003197, 0
8514077973236, 0, 0.006395, 0
8514087952485, -0.001066, 0.005329, 0
8514097962250, -0.001066, 0, 0.001066
8514107941498, -0.001066, -0.002132, 0
8514117920747, -0.001066, -0.002132, 0
8514127961029, -0.001066, 0.003197, 0
8514137909760, -0.001066, 0.008526, 0
8514147919525, -0.001066, 0.005329, 0
8514157959809, -0.001066, 0.001066, 0
8514167908539, -0.001066, 0, 0
8514177918304, -0.002132, 0.001066, -0.001066
8514187928071, 0, 0.004263, 0
8514197937836, 0, 0.003197, 0.001066
8514207917084, 0, 0, 0
8514217926849, -0.001066, -0.001066, -0.001066
8514227936616, 0, 0, 0
8514237915863, -0.001066, 0.003197, 0
8514247895111, -0.001066, 0.007461, 0
8514257904877, -0.002132, 0.007461, 0
8514267914643, -0.001066, 0.003197, 0.001066
8514277893891, -0.001066, -0.001066, 0.001066
8514287903656, -0.001066, -0.001066, 0.001066
8514297913422, -0.001066, 0.002132, 0
8514307892670, -0.001066, 0.005329, -0.001066
8514317932953, 0.001066, 0.005329, 0
8514327912201, 0, -0.002132, 0
8514337891450, -0.002132, -0.004264, 0.001066
8514347931732, -0.001066, 0.002132, -0.001066
8514357880463, -0.002132, 0.013856, 0
8514367859711, -0.002132, 0.01279, 0.001066
8514377930512, -0.001066, 0.006395, 0
8514387879242, -0.001066, -0.003198, 0
8514397858490, -0.001066, -0.010659, 0.001066
8514407868256, -0.001066, -0.007461, 0
8514417908539, 0, 0.004263, -0.001066
8514427887787, -0.001066, 0.011724, 0
8514437867036, 0.001066, 0.007461, 0
8514447876801, -0.001066, 0.003197, -0.001066
8514457886566, 0, -0.001066, 0
8514467865814, -0.002132, 0.001066, 0
8514477875580, -0.003198, 0.003197, 0.001066
8514487854828, -0.001066, 0.006395, 0
8514497895111, -0.002132, 0.002132, 0
8514507874360, -0.001066, -0.002132, 0
8514517853608, -0.001066, -0.004264, 0
8514527863373, -0.002132, 0.002132, 0
8514537842621, -0.001066, 0.005329, 0
8514547821870, -0.002132, 0.006395, 0
8514557862152, -0.001066, 0.004263, 0.002132
8514567841400, -0.001066, 0, 0
8514577851166, -0.001066, 0, 0.001066
8514587860932, -0.001066, 0.002132, 0
8514597840180, -0.001066, 0.005329, 0.001066
8514607849945, 0, 0.007461, 0.001066
8514617859711, -0.001066, 0.003197, -0.001066
8514627838959, -0.002132, -0.002132, -0.001066
8514637818207, 0, -0.001066, 0
8514647827972, 0.001066, 0.002132, 0
8514657807221, -0.002132, 0.005329, -0.001066
8514667847504, 0, 0.004263, -0.001066
8514677826752, -0.001066, 0.001066, 0.001066
8514687806000, -0.001066, 0.001066, 0
8514697815766, -0.001066, 0.004263, 0
8514707795014, -0.002132, 0.004263, 0
8514717804779, -0.002132, 0.003197, 0
8514727814545, -0.001066, 0.002132, 0.001066
8514737793793, -0.001066, -0.001066, 0
8514747834076, 0, 0, 0
8514757813325, -0.001066, 0.002132, 0.001066
