8957223297943, 0.088316, -1.010698, 6.377937
8957233490814, 0.202379, -0.600851, 9.214838
8957243470062, 0.102237, -0.502355, 9.64639
8957253662933, 0.071851, -0.31734, 9.741592
8957263672699, -0.026345, -0.820444, 9.720187
8957273712982, 0.151934, -0.602796, 9.620194
8957283661712, 0.209714, -0.356259, 9.804911
8957293701995, 0.074695, -0.473915, 9.51661
8957303681243, 0.111368, -0.432151, 9.436826
8957313660492, -0.101788, -0.460293, 9.476045
8957323670257, -0.161065, -0.330363, 9.705816
8957333649505, 0.089813, -0.580193, 9.475595
8957343628753, 0.127235, -0.531545, 9.570349
8957353638519, -0.176483, -0.492775, 9.615555
8957363648285, 0.136366, -0.521066, 9.419911
8957373627532, -0.0964, -0.492326, 9.625733
8957383637299, 0.099244, -0.680186, 9.568552
8957393616546, -0.018561, -0.609233, 9.701476
8957403626312, -0.075593, -0.732876, 9.591455
8957413605560, -0.00943, -0.581541, 9.373507
8957423645843, 0.013023, -0.593965, 9.507479
8957433625091, 0.093555, -0.446072, 9.662107
8957443604339, 0.06721, -0.364193, 9.520802
8957453614105, -0.026495, -0.627046, 9.523046
8957463593353, -0.041464, -0.494871, 9.533824
8957473633636, 0.101788, -0.568368, 9.800869
8957483612884, 0.080533, -0.518073, 9.67992
8957493592132, 0.023651, -0.474962, 9.528136
8957503601898, 0.124242, -0.556842, 9.68022
8957513642181, -0.017364, -0.352068, 9.433533
8957523621429, 0.016915, -0.333956, 9.45883
8957533600677, 0.087269, -0.569715, 9.565259
8957543579925, 0.12484, -0.423619, 9.531429
8957553589691, -0.088316, -0.367336, 9.504036
8957563568939, 0.039518, -0.424966, 9.376053
8957573609222, 0.058229, -0.40401, 9.434581
8957583618988, 0.033231, -0.63962, 9.686657
8957593598235, 0.146096, -0.401016, 9.513467
8957603577484, 0.069605, -0.325573, 9.642947
8957613556732, -0.015717, -0.476759, 9.657617
8957623597015, 0.010478, -0.490231, 9.565858
8957633576263, 0.106429, -0.654289, 9.649683
8957643555511, -0.022453, -0.444725, 9.629925
8957653565277, 0.036075, -0.671504, 9.532328
8957663605560, -0.008532, -0.426014, 9.534273
8957673554291, 0.021705, -0.507295, 9.620344
8957683594574, 0.085323, -0.257315, 9.738299
8957693573822, -0.032183, -0.47586, 9.610315
8957703583588, -0.007484, -0.457898, 9.527088
8957713562835, -0.034129, -0.487087, 9.564061
8957723542083, -0.151485, -0.393981, 9.668993
8957733551849, 0.077389, -0.421973, 9.469608
8957743561615, -0.066911, -0.40386, 9.572145
8957753540863, -0.107926, -0.489033, 9.55538
8957763550628, -0.066911, -0.705782, 9.696536
8957773560394, 0.121996, -0.457748, 9.56975
8957783539642, 0.141606, -0.472118, 9.488618
8957793549408, -0.023052, -0.533042, 9.497899
8957803528655, 0.023052, -0.63483, 9.496102
8957813538422, -0.045655, -0.581391, 9.513167
